word,hiragana,romaji,pos,category,domain,source
塵紙,ちりがみ,chirigami,普通名詞,人工物-その他,家庭・暮らし,juman
縮緬,ちりめん,chirimen,普通名詞,人工物-その他,,juman
地政学,ちせいがく,chiseigaku,普通名詞,抽象物,教育・学習;政治,juman
地層,ちそう,chiso,普通名詞,場所-自然,,juman
窒素,ちっそ,chisso,普通名詞,自然物,,juman
地底,ちてい,chitei,普通名詞,場所-自然,,juman
千代紙,ちよがみ,chiyogami,普通名詞,人工物-その他,レクリエーション,juman
地図,ちず,chizu,普通名詞,人工物-その他;抽象物,交通,juman
蝶,ちょう,cho,普通名詞,動物,,juman
帳場,ちょうば,choba,普通名詞,場所-その他,,juman
懲罰,ちょうばつ,chobatsu,サ変名詞,抽象物,教育・学習;ビジネス;政治,juman
弔文,ちょうぶん,chobun,普通名詞,抽象物,家庭・暮らし,juman
貯蓄,ちょちく,chochiku,サ変名詞,抽象物,家庭・暮らし;ビジネス,juman
提灯,ちょうちん,chochin,普通名詞,人工物-その他,家庭・暮らし,juman
ちょうちょ,ちょうちょ,chocho,普通名詞,動物,,juman
弔電,ちょうでん,choden,普通名詞,人工物-その他;抽象物,家庭・暮らし,juman
調度,ちょうど,chodo,普通名詞,人工物-その他,,juman
長髪,ちょうはつ,chohatsu,普通名詞,動物-部位,,juman
長方形,ちょうほうけい,chohokei,普通名詞,形・模様,,juman
張本人,ちょうほんにん,chohonnin,普通名詞,人,,juman
弔慰,ちょうい,choi,サ変名詞,抽象物,家庭・暮らし,juman
超人,ちょうじん,chojin,普通名詞,人,,juman
鳥獣,ちょうじゅう,choju,普通名詞,動物,,juman
著述,ちょじゅつ,chojutsu,サ変名詞,抽象物,文化・芸術;科学・技術;メディア,juman
長兄,ちょうけい,chokei,普通名詞,人,家庭・暮らし,juman
帳消し,ちょうけし,chokeshi,サ変名詞,抽象物,,juman
直下,ちょっか,chokka,サ変名詞,場所-機能,,juman
直角,ちょっかく,chokkaku,普通名詞,場所-その他,,juman
直近,ちょっきん,chokkin,普通名詞,場所-機能,,juman
直球,ちょっきゅう,chokkyu,普通名詞,抽象物,スポーツ,juman
彫刻,ちょうこく,chokoku,サ変名詞,人工物-その他;抽象物,文化・芸術,juman
直腸,ちょくちょう,chokucho,普通名詞,動物-部位,健康・医学,juman
直後,ちょくご,chokugo,時相名詞,時間,,juman
直方体,ちょくほうたい,chokuhotai,普通名詞,形・模様,,juman
直線,ちょくせん,chokusen,普通名詞,形・模様,,juman
直進,ちょくしん,chokushin,サ変名詞,抽象物,交通,juman
直訳,ちょくやく,chokuyaku,サ変名詞,抽象物,文化・芸術,juman
直前,ちょくぜん,chokuzen,時相名詞,時間,,juman
調味料,ちょうみりょう,chomiryo,普通名詞,人工物-食べ物,料理・食事,juman
弔問,ちょうもん,chomon,サ変名詞,抽象物,家庭・暮らし,juman
町内会,ちょうないかい,chonaikai,普通名詞,組織・団体,家庭・暮らし;政治,juman
長男,ちょうなん,chonan,普通名詞,人,家庭・暮らし,juman
丁髷,ちょんまげ,chonmage,普通名詞,動物-部位,,juman
調理場,ちょうりば,choriba,普通名詞,場所-施設,料理・食事,juman
町立,ちょうりつ,choritsu,普通名詞,抽象物,教育・学習;ビジネス;政治,juman
鳥類,ちょうるい,chorui,普通名詞,動物,,juman
著作,ちょさく,chosaku,サ変名詞,抽象物,文化・芸術;メディア,juman
長石,ちょうせき,choseki,普通名詞,自然物,,juman
調子,ちょうし,choshi,普通名詞,抽象物,,manual
長針,ちょうしん,choshin,普通名詞,人工物-その他,,juman
聴診器,ちょうしんき,choshinki,普通名詞,人工物-その他,健康・医学,juman
朝食,ちょうしょく,choshoku,普通名詞,人工物-食べ物,料理・食事,juman
貯水槽,ちょすいそう,chosuiso,普通名詞,場所-施設,家庭・暮らし,juman
蝶番い,ちょうつがい,chotsugai,普通名詞,人工物-その他,,juman
虫媒花,ちゅうばいか,chubaika,普通名詞,植物,,juman
中火,ちゅうび,chubi,普通名詞,自然物,料理・食事,juman
中段,ちゅうだん,chudan,普通名詞,場所-機能,,juman
中腹,ちゅうふく,chufuku,普通名詞,場所-自然,,juman
宙返り,ちゅうがえり,chugaeri,サ変名詞,抽象物,,juman
中学校,ちゅうがっこう,chugakko,普通名詞,場所-施設,教育・学習,juman
中学生,ちゅうがくせい,chugakusei,普通名詞,人,教育・学習,juman
注意書き,ちゅういがき,chuigaki,普通名詞,人工物-その他,,juman
中旬,ちゅうじゅん,chujun,時相名詞,時間,,juman
駐機場,ちゅうきじょう,chukijo,普通名詞,場所-その他,交通,juman
中高年,ちゅうこうねん,chukonen,普通名詞,人,,juman
中空,ちゅうくう,chuku,普通名詞,場所-自然,,juman
中二階,ちゅうにかい,chunikai,普通名詞,場所-施設部位,,juman
中央,ちゅうおう,chuo,普通名詞,場所-機能,,juman
駐輪場,ちゅうりんじょう,churinjo,普通名詞,場所-その他,交通,juman
中世,ちゅうせい,chusei,時相名詞,時間,,juman
中心,ちゅうしん,chushin,普通名詞,場所-機能,,juman
昼食,ちゅうしょく,chushoku,普通名詞,人工物-食べ物,料理・食事,juman
仲秋,ちゅうしゅう,chushu,時相名詞,時間,,juman
中天,ちゅうてん,chuten,普通名詞,場所-自然,,juman
中和,ちゅうわ,chuwa,サ変名詞,抽象物,教育・学習;科学・技術,juman
中葉,ちゅうよう,chuyo,時相名詞,動物-部位;時間,,juman
駄賃,だちん,dachin,普通名詞,人工物-金銭,家庭・暮らし,juman
駄々っ子,だだっこ,dadakko,普通名詞,人,家庭・暮らし,juman
楕円,だえん,daen,普通名詞,形・模様,,juman
打楽器,だがっき,dagakki,普通名詞,人工物-その他,文化・芸術,juman
駄菓子,だがし,dagashi,普通名詞,人工物-食べ物,料理・食事,juman
打撃,だげき,dageki,普通名詞,抽象物,スポーツ,juman
台秤,だいばかり,daibakari,普通名詞,人工物-その他,,juman
大仏,だいぶつ,daibutsu,普通名詞,抽象物,文化・芸術,juman
代打,だいだ,daida,サ変名詞,抽象物,スポーツ,juman
橙,だいだい,daidai,普通名詞,植物;人工物-食べ物,,juman
橙色,だいだいいろ,daidaiiro,普通名詞,人工物-衣類,,juman
大道芸,だいどうげい,daidogei,普通名詞,抽象物,文化・芸術,juman
台所,だいどころ,daidokoro,普通名詞,場所-施設,料理・食事,juman
大学,だいがく,daigaku,普通名詞,場所-施設,教育・学習,juman
大学院,だいがくいん,daigakuin,普通名詞,場所-施設,教育・学習;科学・技術,juman
大学生,だいがくせい,daigakusei,普通名詞,人,教育・学習,juman
台形,だいけい,daikei,普通名詞,形・模様,,juman
大根,だいこん,daikon,普通名詞,植物;人工物-食べ物,料理・食事,juman
題目,だいもく,daimoku,普通名詞,抽象物,文化・芸術;科学・技術,juman
大名,だいみょう,daimyo,普通名詞,人,,juman
大納言,だいなごん,dainagon,普通名詞,人,料理・食事,juman
大脳,だいのう,daino,普通名詞,動物-部位,健康・医学,juman
大王,だいおう,daio,普通名詞,人,,juman
代理人,だいりにん,dairinin,普通名詞,人,,juman
大理石,だいりせき,dairiseki,普通名詞,自然物,,juman
第三者,だいさんしゃ,daisansha,普通名詞,人,,juman
台紙,だいし,daishi,普通名詞,人工物-その他,,juman
大卒,だいそつ,daisotsu,普通名詞,抽象物,教育・学習;ビジネス,juman
大腿部,だいたいぶ,daitaibu,普通名詞,動物-部位,健康・医学,juman
代役,だいやく,daiyaku,普通名詞,抽象物,文化・芸術,juman
大豆,だいず,daizu,普通名詞,植物;人工物-食べ物,料理・食事,juman
打順,だじゅん,dajun,普通名詞,抽象物,スポーツ,juman
濁流,だくりゅう,dakuryu,普通名詞,自然物,,juman
惰眠,だみん,damin,普通名詞,抽象物,家庭・暮らし,juman
団地,だんち,danchi,普通名詞,場所-施設,家庭・暮らし,juman
段取り,だんどり,dandori,普通名詞,抽象物,,juman
断崖,だんがい,dangai,普通名詞,場所-自然,,juman
男児,だんじ,danji,普通名詞,人,,juman
断食,だんじき,danjiki,サ変名詞,抽象物,料理・食事,juman
段丘,だんきゅう,dankyu,普通名詞,場所-自然,,juman
旦那,だんな,danna,普通名詞,人,家庭・暮らし,juman
断髪,だんぱつ,danpatsu,サ変名詞,抽象物,スポーツ,juman
段落,だんらく,danraku,普通名詞,場所-その他,,juman
団欒,だんらん,danran,サ変名詞,抽象物,家庭・暮らし,juman
暖炉,だんろ,danro,普通名詞,人工物-その他,家庭・暮らし,juman
暖色,だんしょく,danshoku,普通名詞,色,,juman
達磨,だるま,daruma,普通名詞,人工物-その他,,juman
打力,だりょく,daryoku,普通名詞,抽象物,スポーツ,juman
脱線,だっせん,dassen,サ変名詞,抽象物,交通,juman
脱脂綿,だっしめん,dasshimen,普通名詞,人工物-その他,健康・医学,juman
伊達巻き,だてまき,datemaki,普通名詞,人工物-食べ物,料理・食事,juman
脱衣,だつい,datsui,サ変名詞,抽象物,家庭・暮らし,juman
脱輪,だつりん,datsurin,サ変名詞,抽象物,交通,juman
出刃,でば,deba,普通名詞,人工物-その他,料理・食事,juman
出船,でふね,defune,普通名詞,抽象物,交通,juman
出掛け,でがけ,degake,普通名詞,時間,,juman
出涸らし,でがらし,degarashi,普通名詞,抽象物,料理・食事,juman
出口,でぐち,deguchi,普通名詞,場所-施設部位,,juman
泥岩,でいがん,deigan,普通名詞,自然物,,juman
出入り,でいり,deiri,サ変名詞,抽象物,,juman
出入り口,でいりぐち,deiriguchi,普通名詞,場所-施設部位,,juman
泥水,でいすい,deisui,普通名詞,自然物,,juman
出稼ぎ,でかせぎ,dekasegi,サ変名詞,抽象物,家庭・暮らし,juman
出来物,できもの,dekimono,普通名詞,動物-部位,健康・医学,juman
木偶の坊,でくのぼう,dekunobo,普通名詞,人,,juman
出窓,でまど,demado,普通名詞,場所-施設部位,家庭・暮らし,juman
出前,でまえ,demae,サ変名詞,抽象物,家庭・暮らし,juman
田園,でんえん,denen,普通名詞,場所-その他,,juman
田楽,でんがく,dengaku,普通名詞,人工物-食べ物;抽象物,文化・芸術;料理・食事,juman
電源,でんげん,dengen,普通名詞,人工物-その他,,juman
電器,でんき,denki,普通名詞,人工物-その他,,juman
電光石火,でんこうせっか,denkosekka,普通名詞,時間,,juman
澱粉,でんぷん,denpun,普通名詞,自然物,料理・食事,juman
伝説,でんせつ,densetsu,普通名詞,抽象物,,manual
電車,でんしゃ,densha,普通名詞,人工物-乗り物,交通,juman
伝書鳩,でんしょばと,denshobato,普通名詞,動物,,juman
電飾,でんしょく,denshoku,普通名詞,人工物-その他,,juman
電卓,でんたく,dentaku,普通名詞,人工物-その他,家庭・暮らし;ビジネス,juman
電鉄,でんてつ,dentetsu,普通名詞,人工物-乗り物,交通,juman
電話,でんわ,denwa,サ変名詞,人工物-その他,家庭・暮らし,juman
出盛り,でさかり,desakari,普通名詞,時間,料理・食事,juman
出先,でさき,desaki,普通名詞,場所-その他,交通,juman
弟子入り,でしいり,deshiiri,サ変名詞,抽象物,文化・芸術,juman
胴上げ,どうあげ,doage,サ変名詞,抽象物,スポーツ,juman
銅版画,どうばんが,dobanga,普通名詞,抽象物,文化・芸術,juman
動物,どうぶつ,dobutsu,普通名詞,動物,,juman
土着,どちゃく,dochaku,サ変名詞,抽象物,家庭・暮らし,juman
どちら,どちら,dochira,普通名詞,場所-機能,,juman
堂々巡り,どうどうめぐり,dodomeguri,サ変名詞,抽象物,,juman
度肝,どぎも,dogimo,普通名詞,動物-部位,,juman
同輩,どうはい,dohai,普通名詞,人,,juman
道標,どうひょう,dohyo,普通名詞,人工物-その他,交通,juman
土俵際,どひょうぎわ,dohyogiwa,普通名詞,場所-その他,スポーツ,juman
同時,どうじ,doji,普通名詞,時間,,juman
同日,どうじつ,dojitsu,時相名詞,時間,,juman
導火線,どうかせん,dokasen,普通名詞,人工物-その他,,juman
道交法,どうこうほう,dokoho,普通名詞,抽象物,交通;政治,juman
独文,どくぶん,dokubun,普通名詞,抽象物,文化・芸術;教育・学習,juman
どくだみ,どくだみ,dokudami,普通名詞,植物,料理・食事,juman
独壇場,どくだんじょう,dokudanjo,普通名詞,場所-その他,,juman
独学,どくがく,dokugaku,サ変名詞,抽象物,教育・学習,juman
読後,どくご,dokugo,普通名詞,時間,,juman
読者,どくしゃ,dokusha,普通名詞,人,文化・芸術;メディア,juman
独身,どくしん,dokushin,普通名詞,抽象物,家庭・暮らし,juman
読書,どくしょ,dokusho,サ変名詞,抽象物,文化・芸術,juman
独習,どくしゅう,dokushu,サ変名詞,抽象物,教育・学習,juman
洞窟,どうくつ,dokutsu,普通名詞,場所-自然,,juman
土間,どま,doma,普通名詞,場所-施設部位,,juman
ど真ん中,どまんなか,domannaka,普通名詞,場所-機能,,juman
動脈,どうみゃく,domyaku,普通名詞,動物-部位,健康・医学,juman
動脈瘤,どうみゃくりゅう,domyakuryu,普通名詞,動物-部位,健康・医学,juman
どなた,どなた,donata,普通名詞,人,,juman
丼,どんぶり,donburi,普通名詞,人工物-その他,料理・食事,juman
どんぐり,どんぐり,donguri,普通名詞,植物-部位,,juman
鈍角,どんかく,donkaku,普通名詞,場所-その他,,juman
鈍行,どんこう,donko,普通名詞,人工物-乗り物,交通,juman
どん底,どんぞこ,donzoko,普通名詞,場所-機能,,juman
同列,どうれつ,doretsu,サ変名詞,場所-その他,,juman
動輪,どうりん,dorin,普通名詞,人工物-その他,交通,juman
泥,どろ,doro,普通名詞,自然物,,juman
泥海,どろうみ,doromi,普通名詞,場所-その他,,juman
泥沼,どろぬま,doronuma,普通名詞,場所-自然,,juman
努力,どりょく,doryoku,サ変名詞,抽象物,,manual
土星,どせい,dosei,普通名詞,自然物,,juman
土砂,どしゃ,dosha,普通名詞,自然物,,juman
土砂降り,どしゃぶり,doshaburi,普通名詞,抽象物,,juman
同室,どうしつ,doshitsu,サ変名詞,場所-施設,,juman
土手,どて,dote,普通名詞,場所-自然,,juman
どてら,どてら,dotera,普通名詞,人工物-衣類,,juman
度忘れ,どわすれ,dowasure,サ変名詞,抽象物,,juman
土曜日,どようび,doyobi,時相名詞,時間,,juman
銅山,どうざん,dozan,普通名詞,場所-自然,,juman
同族,どうぞく,dozoku,普通名詞,抽象物,家庭・暮らし;ビジネス,juman
えびせん,えびせん,ebisen,普通名詞,人工物-食べ物,料理・食事,juman
烏帽子,えぼし,eboshi,普通名詞,人工物-衣類,,juman
枝,えだ,eda,普通名詞,植物-部位,,juman
枝葉,えだは,edaha,普通名詞,植物-部位,,juman
枝豆,えだまめ,edamame,普通名詞,植物;人工物-食べ物,料理・食事,juman
枝分かれ,えだわかれ,edawakare,サ変名詞,抽象物,,juman
江戸っ子,えどっこ,edokko,普通名詞,人,,juman
江戸前,えどまえ,edomae,普通名詞,抽象物,料理・食事,juman
絵筆,えふで,efude,普通名詞,人工物-その他,文化・芸術;教育・学習,juman
笑顔,えがお,egao,普通名詞,動物-部位,,juman
絵柄,えがら,egara,普通名詞,形・模様,,juman
絵本,えほん,ehon,普通名詞,人工物-その他;抽象物,文化・芸術;教育・学習,juman
映画,えいが,eiga,普通名詞,抽象物,文化・芸術,juman
泳法,えいほう,eiho,普通名詞,抽象物,スポーツ,juman
英会話,えいかいわ,eikaiwa,普通名詞,抽象物,教育・学習;ビジネス,juman
永久歯,えいきゅうし,eikyushi,普通名詞,動物-部位,,juman
英雄,えいゆう,eiyu,普通名詞,人,,juman
永続,えいぞく,eizoku,サ変名詞,時間,,juman
絵描き,えかき,ekaki,普通名詞,人,文化・芸術,juman
